	median_1	median_2	median_3	median_4	median_5	median_6	median_7	median_8	median_9	median_10	median_11	median_12	median_13	median_14	median_15	median_16	median_17	median_18	median_19	median_20	median_21	median_22	median_23	median_24	median_25	median_26	median_27	median_28	median_29	median_30	median_31	median_32	median_33	median_34	median_35	median_36	median_37	median_38	median_39	median_40	median_41	median_42	median_43	median_44	median_45	median_46	median_47	median_48	std_1	std_2	std_3	std_4	std_5	std_6	std_7	std_8	std_9	std_10	std_11	std_12	std_13	std_14	std_15	std_16	std_17	std_18	std_19	std_20	std_21	std_22	std_23	std_24	std_25	std_26	std_27	std_28	std_29	std_30	std_31	std_32	std_33	std_34	std_35	std_36	std_37	std_38	std_39	std_40	std_41	std_42	std_43	std_44	std_45	std_46	std_47	std_48	median_profile	median_std
Tb927.10.3210	688310000.0	276010000.0	215760000.0	199840000.0	171215000.0	190955000.0	93088000.0	139705000.0	176220000.0	202745000.0	209130000.0	214055000.0	314145000.0	309050000.0	419170000.0	534105000.0	658245000.0	955535000.0	1171820000.0	1809150000.0	3068150000.0	13184500000.0	90750000000.0	256030000000.0	307625000000.0	156655000000.0	50931000000.0	13102450000.0	3295550000.0	890105000.0	229954500.0	53330000.0	25337500.0	39359500.0	1905000.0	5624050.0	2381550.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41560000.0	1258930000.0	693180000.0	2658850000.0	705143051.7750754	225899342.8314183	75384793.11726823	35974928.65408724	69500646.9993865	69210967.57980871	42868134.88186768	77488777.25838755	67476437.19785942	60749315.77118105	63591159.959541544	63687612.871996805	100550229.69474842	108965868.81527016	166776655.51569265	212985766.24976614	384479030.7567717	409377946.51356906	521455555.62451	478817782.8429792	851135018.6662517	5794583743.462506	36007367408.16617	74173546047.9902	75405401829.04678	34197264023.115475	22917651775.796467	8605594961.80634	3202696487.3368816	926435113.7919301	273684128.67193574	76588752.87316452	31923802.931094117	55727324.508867875	32023405.95564438	24824375.942793943	4147000.5404508933	1124200.0	12362000.0	6832000.0	0.0	15732500.0	12511000.0	11528000.0	371588328.2612628	1098753895.814102	3632360910.078549	22645597800.38201	0.9903666864937997	0.008116277913331858
Tb927.5.2310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61386500.0	152585000.0	98044000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37733499.65547855	56081769.57725805	53846781.048947886	43547000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8939166844965813	0.0634406874990903
Tb927.8.7570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129720000.0	345895000.0	386630000.0	180830000.0	102382000.0	0.0	0.0	0.0	138347000.0	394580000.0	376365000.0	229695000.0	54605000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41827444.42249212	144991524.2063021	29150275.584746476	39296986.313626304	57753618.72356282	21499000.0	0.0	0.0	61125330.975927375	61337727.0391831	123543509.84572205	75736810.51289833	89203615.53771237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9220575582908956	0.018234158244030955
Tb927.3.3880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110380000.0	101472500.0	56420000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202145000.0	329270000.0	253550000.0	165110000.0	0.0	91555000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37947500.0	56610022.080900125	64230098.393069066	74757952.69846992	63020000.0	48295500.0	41226500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52610000.0	103030000.0	0.0	0.0	52555000.0	101898253.62422393	93384878.99547763	238233953.97172084	123299473.2348845	88715000.0	109271097.23832129	0.0	0.0	0.0	0.0	0.677671915152468	0.15757339777791332
Tb927.7.5640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	264930000.0	451700000.0	428980000.0	248410000.0	217445000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17325500.0	6488500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95235000.0	340013722.9951168	210498090.78706634	178343408.81195095	63872394.33693819	108407717.59119982	0.0	0.0	0.0	0.0	0.0	0.0	0.9062466296482399	0.09303389515231547
Tb927.9.8290	55912500.0	66077500.0	81801000.0	90467500.0	108440000.0	132055000.0	184440000.0	173705000.0	170140000.0	134640000.0	109078500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34155983.23744563	13833817.896131687	21619480.166430153	27645041.428497326	19328532.30330746	21463638.24393867	45458228.07809385	52697637.755406074	45339668.38211325	22846658.946112886	36820127.70664074	26617500.0	25753500.0	20214500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9374025184807621	0.03344779288683406
Tb11.02.5090b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126815000.0	103834500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13371664.069965264	23328846.626369394	36310500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9489926134613529	0.046644728130874225
Tb927.10.9740	564285000.0	462025000.0	488530000.0	498095000.0	517790000.0	561780000.0	614185000.0	821565000.0	1217000000.0	1671700000.0	2702850000.0	2856850000.0	2887450000.0	2624450000.0	2075800000.0	1307700000.0	679300000.0	344410000.0	170220000.0	71555000.0	65226500.0	42272500.0	28977500.0	25600500.0	2887300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48179000.0	176225000.0	13722500.0	256855000.0	387685000.0	149330000.0	123425000.0	184820749.64678615	82295865.1755969	124023428.80144335	129993104.7850873	46514564.385792114	109907454.21338212	71746164.12510614	111758970.5198943	355321395.30055475	547493353.5897942	568948673.7249087	653031649.9476365	732657584.8694029	661398011.1601977	496438840.6440405	418868649.60868096	128990571.23164727	68289527.25955373	64403890.34574439	59989811.51481753	35701708.32864071	27799320.88349162	24099328.63518539	15846650.085007451	19075301.850997448	0.0	7270000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26994000.0	16156000.0	41374000.0	29583000.0	93889652.39932816	28886022.5714791	161360334.8810254	34340527.07807497	276545259.02945197	440962824.54798084	85205073.93929073	0.9592686573198266	0.013649878195103203
Tb927.6.1260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137455500.0	175845000.0	576495000.0	2090065000.0	8458550000.0	11729000000.0	8303200000.0	3765250000.0	1701850000.0	242885000.0	7315000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57680000.0	0.0	0.0	0.0	72285000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22943500.0	125511081.13197283	114127079.02450962	733655831.9073505	2954251119.0754137	3002960808.935075	1428786314.7907488	915057428.0703164	3520223126.066253	1041700133.1277316	309888528.1704805	64476573.00653212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137109067.41228557	71915000.0	0.0	84140000.0	100490669.71614827	0.0	0.0	0.9184236406828731	0.043829788002329464
Tb927.7.1610	0.0	0.0	0.0	11508500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7678547.475488664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Tb927.5.3950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100412000.0	428535000.0	805440000.0	494660000.0	195653000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70006709.61355537	153430525.97185478	744633048.510025	173947028.40711793	133367384.05247363	92090000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9084530976810057	0.05539573542064563
Tb927.2.5820	120070000.0	132360000.0	147480000.0	145135000.0	145730000.0	108275000.0	115790000.0	113085000.0	96526000.0	106205000.0	68014000.0	76981500.0	42854000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63690000.0	160550000.0	73910000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10407549.743655644	15929886.743686115	48257713.28675517	26401497.905737594	15945570.701608645	40524551.614833854	10429526.595200762	10316540.117694497	12214698.6318397	15615160.61396744	44462054.57840802	18781294.850196034	49829135.94391003	24518000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75705840.09837022	103812850.20009163	101979243.76231338	35678000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7857976594612176	0.08879925974058721
Tb927.4.750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26225500.0	45396500.0	167360000.0	280050000.0	364875000.0	365195000.0	399310000.0	450835000.0	505995000.0	472780000.0	542200000.0	505275000.0	543960000.0	454565000.0	498905000.0	479005000.0	389605000.0	381115000.0	299540000.0	220750000.0	217765000.0	98215000.0	247205000.0	293015000.0	380765000.0	382285000.0	494255000.0	552015000.0	532975000.0	554795000.0	432090000.0	782640000.0	836940000.0	669225000.0	1142500000.0	1139750000.0	1231200000.0	1636950000.0	1578250000.0	1527350000.0	1419450000.0	0.0	0.0	0.0	0.0	0.0	0.0	15493000.0	40208228.24062259	55867989.393897705	85443162.15083179	97114089.09113033	149009134.17192474	188403379.5477141	267859079.66379142	161411868.29040802	146109331.7804627	144149164.72760668	68289815.00438651	309341359.38312554	114132232.4834956	195626350.19768345	79113666.96089873	111421381.10195307	147507239.70933315	169049529.10808918	50887802.97543476	145670339.80876136	55897852.2992312	119348128.45900293	124632354.41355774	168982882.0719227	74465305.73584811	65164641.99753319	158442131.70744705	236736049.78259367	126392541.01805225	81057959.71607806	85958603.36037742	413309739.68360984	261069582.74248153	413489743.121479	269870700.5678826	461282399.7202436	561634334.383443	581299108.8573362	461869125.5828507	473419440.524643	534923273.21308434	0.7869243770837513	0.06362680419448052
Tb927.11.9860	223035000.0	116200000.0	100581000.0	181840000.0	93198500.0	180815000.0	99164500.0	125960000.0	196860000.0	237550000.0	96592500.0	81669500.0	60231000.0	0.0	0.0	40238000.0	355300000.0	48884500.0	51717500.0	80766500.0	99037000.0	106070000.0	114655000.0	32452000.0	187585000.0	292775000.0	335065000.0	173183000.0	68621000.0	366410000.0	226660000.0	316585000.0	287605000.0	807035000.0	371675000.0	740715000.0	1660950000.0	25883000000.0	131495000000.0	228040000000.0	162075000000.0	86623500000.0	43946500000.0	19556500000.0	8618700000.0	4601500000.0	3007350000.0	1841100000.0	88688692.52757084	20473910.837942027	153033107.75885502	194957840.04988533	52732289.41549949	242260992.3113225	31526520.342668116	113183328.2010503	391078158.002549	226875898.74936768	104518803.05595735	123509868.65395278	72414350.6679903	0.0	104705000.0	166112341.852334	1043713604.9542838	31344327.40810794	28960810.754938014	35058564.20690956	24856267.89497302	15971425.220791453	62186701.887675844	70966893.71812747	48881901.558756895	110552363.9307033	124065554.44602664	125763535.2450516	75963700.98935412	184196522.83634454	311130734.91594064	395358066.43050385	130152773.05279875	252309249.46713063	198522436.51537225	1001703795.5736549	664874788.2872387	13031135547.8587	5334219718.009394	54065047550.76666	30906968335.096615	20852174986.47725	17860025139.959904	10337030940.587666	6343146931.6630745	3759659215.053052	1185628380.1568394	1952072733.4468527	0.9777996111735996	0.0179469738058188
Tb927.6.1080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9453500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9379000.0	1641750000.0	14137500000.0	31876500000.0	30396000000.0	16041000000.0	7408850000.0	2328450000.0	631945000.0	38099500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14469500.0	7949000.0	0.0	0.0	0.0	0.0	0.0	4922250.0	92613702.75999479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45538930.11021815	1233579450.2179422	2122341061.9722116	6619014849.910331	6229024876.8701	4014280715.9772296	2931345697.08749	1907304317.0991356	805474239.6018943	216377558.64133263	146070000.0	22604500.0	0.0	0.9774805120842068	0.013023750575226548
Tb927.9.9210	1132390000.0	1603200000.0	951185000.0	344290000.0	331362000.0	599525000.0	811560000.0	785390000.0	548445000.0	315035000.0	644005000.0	571315000.0	410915000.0	348380000.0	105160000.0	134335000.0	171070000.0	132005000.0	117935000.0	176965000.0	165715000.0	66855000.0	0.0	79995000.0	0.0	17044500.0	0.0	0.0	0.0	0.0	0.0	84485000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	449996400.3930107	460782504.7315349	454363875.5722113	294457116.67122823	541125671.8089308	488321115.95922893	419418016.41282254	95592741.18188447	321159052.9109629	394689422.58439106	382783494.11471057	461347713.7330004	127581439.18689749	223531307.72518945	157518435.19093248	194211113.8898424	223115766.96116	192775545.71314278	136431217.6825133	91895838.27174474	88706586.14218	93500018.18181641	79705000.0	93693254.29293188	68380000.0	52132051.371972695	36415500.0	23319000.0	0.0	49725500.0	70965000.0	99950882.39563803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209930000.0	271530000.0	0.0	0.7111428105546926	0.07612865179602736
Tb927.11.1420	99782000.0	121290000.0	119295000.0	118240000.0	118120000.0	128595000.0	126775000.0	105174000.0	109865000.0	101231000.0	61025000.0	42819000.0	54020500.0	24713500.0	26193000.0	61810000.0	68542500.0	35588500.0	34070000.0	23834500.0	42186500.0	57148500.0	51242000.0	67277500.0	75254500.0	98159000.0	85916500.0	88919000.0	177540000.0	1261200000.0	6749800000.0	6788050000.0	3902850000.0	1149300000.0	506890000.0	235580000.0	15062500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146000000.0	54185225.5724135	33107572.601798117	39120400.9011496	25903602.066122	33018663.550584033	17934352.511311915	18401341.43660909	23118818.76127469	16914486.106589228	12703330.311378982	36825455.00510935	52849279.61813513	37900315.83421612	40184192.54196854	52248376.28099078	124555016.32478182	58907301.29265245	25551835.77227541	40944907.37055505	34869960.333597556	22247642.25476114	27836484.075160544	26078504.435326297	48267184.19640823	33987280.924879335	38497611.548207335	72721354.44455089	58559004.0984305	87039119.4195652	471027048.0556292	3145545655.234821	2842817980.3087373	1166553645.0016634	443599817.70359945	198816674.35102117	130453445.17617515	26194686.425240267	15680000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125090000.0	185201489.10488454	0.967324158731259	0.006411716780980098
Tb927.6.4300	14853500000.0	14905000000.0	14723500000.0	14013500000.0	18174500000.0	18863500000.0	25795500000.0	28807500000.0	29166500000.0	30415500000.0	31172000000.0	26931000000.0	23565000000.0	21212500000.0	17245500000.0	16397000000.0	15257500000.0	14693500000.0	13644500000.0	11803000000.0	11102000000.0	10651900000.0	9784500000.0	9492700000.0	9077650000.0	9036400000.0	8828950000.0	9377500000.0	9670200000.0	9158500000.0	9812450000.0	9360900000.0	8950500000.0	9782600000.0	12774000000.0	14457000000.0	20720000000.0	24556000000.0	31476500000.0	40821000000.0	59051500000.0	74132500000.0	99977000000.0	121435000000.0	132180000000.0	148140000000.0	148420000000.0	171730000000.0	2239033775.9846306	1195038737.1685228	1810160398.0494864	1230718760.1831129	2809079015.73927	2939092887.269797	4539564039.273655	6014220723.973032	7030089965.04786	8254886734.534875	4790320335.4960165	4156973698.8984356	3228902225.7314124	1092305360.235893	2493900208.5087476	1191304607.0030282	1361285421.9450257	354250852.7394725	894075686.5799061	808223721.0904808	854407201.9047129	1502563102.390926	673034508.7735093	980418342.6816604	1088872580.546801	1119532138.514422	1820789609.8487995	2648432628.7762485	2222838924.1013403	2314069814.561922	1630210942.1278377	1337319843.0069034	1800816062.002639	670606200.2646092	2703616385.9726906	3653792675.6545258	4341860162.034998	5182325821.160491	7671266969.4560175	3586346562.543361	12010395646.411182	9520963724.85473	11727114034.720259	12953116742.056087	16536211527.029673	23178507825.138382	41561526279.320724	45218769860.166084	0.9753086200685315	0.008995108150833738
Tb927.5.580	0.0	0.0	0.0	0.0	0.0	4910550.0	0.0	0.0	0.0	16619500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79540000.0	79529500.0	138199500.0	195365000.0	305650000.0	815445000.0	2032250000.0	4351050000.0	7187950000.0	8868000000.0	6424700000.0	2973800000.0	1036025000.0	434705000.0	176425000.0	87136000.0	113065000.0	189385000.0	503960000.0	3422000000.0	8256050000.0	8709700000.0	5173650000.0	3046150000.0	1692600000.0	1359950000.0	1431050000.0	1974600000.0	1502650000.0	724535000.0	675210000.0	9990000.0	0.0	9364000.0	9389500.0	8060500.0	12098977.675923698	0.0	6306000.0	18751500.0	24733176.868328094	0.0	12763000.0	9004000.0	0.0	31221500.0	43221500.0	55060000.0	56444878.938069604	57812013.23254536	106687075.69452825	108875031.22846854	364751487.31704986	300755070.28145	592734180.8658136	916051033.4219007	477961107.20433646	1433279306.0554023	1002858728.4192426	401118585.9568198	448575149.8076992	170919419.09859166	94428553.20426126	63376427.97339296	42116235.38098659	87478320.36329535	264733830.10110363	512923375.53153527	1159372931.0853086	2551518913.640791	633780279.3555479	880467862.3701528	640089639.5557944	403302161.8257623	433425156.937927	1070750910.9654461	187526289.26810968	245574506.07368308	554097848.7295061	0.9695600573462422	0.012882973840049862
Tb927.9.5210	21505100.0	35038500.0	50987500.0	11948700.0	20301000.0	13875900.0	14459750.0	19040000.0	23619500.0	39680500.0	77070500.0	67310500.0	93805500.0	223480000.0	1757300000.0	7390000000.0	16182000000.0	25443500000.0	19826000000.0	14490500000.0	8273950000.0	6059200000.0	8122700000.0	7725100000.0	4115500000.0	1247500000.0	490170000.0	239270000.0	101826500.0	70459500.0	29613000.0	204720000.0	255905000.0	94800500.0	0.0	2613700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24129910.15448117	18326295.770467818	26456780.28250351	24133302.948467292	33283209.203991532	15561825.53162278	17530871.852130838	27574232.518784635	39304780.56059679	42842078.13976037	51310661.80548314	53772720.98527282	57949954.9067052	244359141.4919169	1159705912.3185787	2452198440.855334	2340649108.687586	1363628737.3523548	1638559021.4168525	2143940200.503116	1783472572.2122371	1405000878.7067227	901518405.7096794	1425686315.4284675	709467853.9816518	388514147.1040663	207955915.74097306	54843606.43381019	22152669.867309447	169681833.72688034	32784854.40463833	114717133.38323385	105875191.73536357	81250975.6023479	6257000.0	3448462.4259709334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205245000.0	0.9820697529003526	0.0063659359437662315
Tb927.6.1880	866935000.0	1049550000.0	901830000.0	980945000.0	1026050000.0	866880000.0	941785000.0	986830000.0	916790000.0	891895000.0	842590000.0	777015000.0	677400000.0	604235000.0	621180000.0	665755000.0	593485000.0	711005000.0	650280000.0	646620000.0	1551200000.0	4450400000.0	9934550000.0	9969900000.0	5714650000.0	2748750000.0	2841050000.0	5806850000.0	10385650000.0	8371750000.0	5453950000.0	2026750000.0	640000000.0	228605000.0	76978500.0	69066500.0	19985000.0	19787500.0	27858500.0	36311000.0	0.0	0.0	129975000.0	151400000.0	104486000.0	343315000.0	211329000.0	290180000.0	330585510.52135754	301977016.0680005	175582679.57479912	154320650.37879193	189733134.25264817	241412592.87783644	190193487.86170346	140562831.85821238	166557724.40308276	153427637.74822298	103566489.43231268	22745413.273887463	104775303.82521774	178836361.7947983	129209376.46574518	135243309.9700931	168216644.63819665	133064958.82337569	249596919.11827224	95347688.44427581	567764124.820628	1298498618.5976489	2881023175.887343	2760583565.570876	1704403593.391737	558893325.3910496	700011492.167568	917422790.1209623	1820031864.876729	2047905903.3966038	1851004066.9413261	620682651.0652074	98533068.34932806	113212640.34255774	106650427.28895494	88916489.82612842	38185703.25833129	23166380.97185949	54745888.20709126	53741334.81470912	56730000.0	49371000.0	530750743.9702746	266710357.05111516	54555935.09723148	336444027.1798565	258392378.5118284	978817038.8620473	0.9602551856842734	0.011648322938172678
Tb927.11.15650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221005000.0	1092500000.0	1997300000.0	1322850000.0	490625000.0	94304000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166007331.64030236	282826025.36718565	681172790.3831255	378107462.9762458	122175745.13789551	106614590.07878174	0.0	0.0	0.0	0.0	0.0	0.0	0.9771736080033372	0.010484136717708063
Tb927.10.4790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212450000.0	76230000.0	0.0	36245000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57635000.0	129012081.96005003	109000675.68597913	74060000.0	62514649.14988593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6615831617928677	0.0785340225737309
Tb927.1.1620	59971000.0	76175000.0	58213500.0	75517000.0	77244000.0	93052500.0	97869500.0	106243000.0	143520000.0	154645000.0	190360000.0	204485000.0	188675000.0	133990000.0	91532500.0	73838500.0	57210000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36237894.49710528	15744810.454559306	5045676.722039704	9764316.39525608	17565921.35120349	19156970.367640775	15491125.082876755	26442918.295831118	31738532.13760838	30454320.437884234	33887323.58862234	27591297.39005882	24009999.826461196	34508757.342641786	52619828.54637594	6656551.910210972	32944472.490338445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.942168742941853	0.01689177339015466
