	median_1	median_2	median_3	median_4	median_5	median_6	median_7	median_8	median_9	median_10	median_11	median_12	median_13	median_14	median_15	median_16	median_17	median_18	median_19	median_20	median_21	median_22	median_23	median_24	median_25	median_26	median_27	median_28	median_29	median_30	median_31	median_32	median_33	median_34	median_35	median_36	median_37	median_38	median_39	median_40	median_41	median_42	median_43	median_44	median_45	median_46	median_47	median_48	std_1	std_2	std_3	std_4	std_5	std_6	std_7	std_8	std_9	std_10	std_11	std_12	std_13	std_14	std_15	std_16	std_17	std_18	std_19	std_20	std_21	std_22	std_23	std_24	std_25	std_26	std_27	std_28	std_29	std_30	std_31	std_32	std_33	std_34	std_35	std_36	std_37	std_38	std_39	std_40	std_41	std_42	std_43	std_44	std_45	std_46	std_47	std_48	median_profile	median_std
Tb927.9.8410	398565000.0	501135000.0	461765000.0	493460000.0	516940000.0	497470000.0	512665000.0	525925000.0	423000000.0	454255000.0	353245000.0	317560000.0	283720000.0	234635000.0	245885000.0	219705000.0	206085000.0	187570000.0	192935000.0	158705000.0	143300000.0	108682500.0	53720000.0	0.0	31772000.0	0.0	0.0	0.0	0.0	0.0	0.0	71366500.0	32339000.0	0.0	0.0	0.0	0.0	121805000.0	52480000.0	82050000.0	196675000.0	226340000.0	418285000.0	524050000.0	690815000.0	769125000.0	893010000.0	1051850000.0	99165352.94648036	102992757.35053736	37351163.63649225	81287687.20825244	142855293.9166064	93477121.75536156	84331077.1107939	126819114.48989068	59922854.50199021	114208687.75331128	58915553.33695848	39063836.11048289	70865804.34172747	49469323.15418651	87815522.68818992	34806931.30206492	103651762.16543546	70554359.39283507	47095124.57073803	84028021.26870139	79786768.53547418	61603366.57128948	64729834.11843414	35276000.0	39317068.77426139	35891000.0	28939500.0	22361000.0	22413500.0	20483500.0	0.0	61600530.42182348	50753988.83503312	0.0	0.0	0.0	42569500.0	69906648.40819266	97650030.8926389	129499193.14420457	125065179.37326387	146733052.85449493	253363230.49461353	300995035.105786	178739876.26343113	83436890.8716843	266004963.86345875	308814158.1382995	0.9017725132471295	0.05236386796994759
Tb927.8.7530	924290000.0	1072300000.0	1316600000.0	1183050000.0	983945000.0	1389850000.0	1054950000.0	981845000.0	933220000.0	876105000.0	779345000.0	768435000.0	727305000.0	644485000.0	562210000.0	456465000.0	433490000.0	452850000.0	317235000.0	308880000.0	293825000.0	258210000.0	195855000.0	225420000.0	185245000.0	182800000.0	158390000.0	130840000.0	32414500.0	0.0	0.0	93944000.0	63060000.0	97485000.0	470810000.0	615370000.0	340945000.0	115905000.0	189800000.0	310865000.0	521980000.0	641545000.0	735695000.0	709395000.0	708355000.0	574420000.0	625905000.0	585395000.0	466219599.42892426	124244490.25342439	99592013.5686931	225274031.2745052	202740395.97064337	427812256.3305856	197946254.3217224	167056036.6064835	162644810.2461314	179299541.80551216	146799701.29397404	152417033.68827724	286093387.4774691	328655671.5875548	82969842.46298985	136465180.02162075	263708881.32876122	132142836.607463	152066483.13046062	93363327.20435078	102570251.37273802	90877452.78670612	42220043.71938365	56889694.07253537	45636421.85798532	27673030.643570647	13657657.192944916	69822211.12702367	57851068.790904805	42760500.0	0.0	54312782.866160214	93926537.38427708	397452918.721199	483103537.86740166	135593372.625656	122306766.50673638	144061866.65804383	100384935.78885895	164238186.58683896	1340957102.032599	66635130.37430031	63175110.27559315	295875010.7027176	131066853.42475674	138251336.3407385	105364706.10060415	92340271.23453064	0.6975075355085978	0.13626212625209874
Tb927.10.8040	258950000.0	310200000.0	321810000.0	366020000.0	421595000.0	330000000.0	278415000.0	293640000.0	208705000.0	193695000.0	134305000.0	91789500.0	89906500.0	20041500.0	21720500.0	56211000.0	20879500.0	0.0	22862500.0	12809000.0	27861500.0	84321000.0	37466500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129200000.0	44448597.278204404	39400958.11017798	94098585.53665937	81571892.77972326	110963701.27208267	51939422.647927076	89337563.72135222	52262654.60791928	35499436.967366114	27281100.142772835	57417408.30894988	43991976.757131524	62344980.355946325	46232571.4945643	45184775.80907829	41182690.03679418	38090741.66163391	37945500.0	48287150.35683234	39366437.86696141	59473272.11095194	77378582.41141407	25025981.679047078	20447000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151650958.89355046	0.8960065282027332	0.033464332302879284
Tb927.11.10620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89410000.0	1012060000.0	2169750000.0	2794650000.0	2524100000.0	1961050000.0	1531800000.0	1230500000.0	705765000.0	689895000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105568573.72501218	199919556.88476285	153079529.98359728	147862264.17401108	257592100.0341438	482370359.0948899	266868099.44240323	341018792.2485602	407333238.1069174	522061542.3811003	0.9621488977696692	0.013688150712569524
Tb927.10.12330	0.0	0.0	46027000.0	0.0	115795000.0	0.0	147990000.0	172695000.0	376765000.0	412675000.0	656110000.0	608675000.0	445335000.0	333560000.0	326500000.0	399045000.0	405050000.0	254965000.0	391915000.0	353500000.0	164455000.0	268030000.0	229665000.0	174340000.0	124595000.0	0.0	0.0	52820000.0	48492000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98175000.0	101340000.0	113355000.0	0.0	0.0	0.0	0.0	0.0	76835000.0	47807500.0	93706972.01204757	34152000.0	79064079.70753849	68765000.0	95127844.50411983	90605974.96854167	121058518.76950529	60343446.68920855	151959806.19887614	105181166.05013794	250223798.6283479	68581150.22851881	61251686.50739341	68464862.27742423	63671590.93085933	322405603.38131016	43458915.847805806	205878291.79720074	206379876.44147867	74643923.17306659	59898514.45013752	77015986.86852837	72056034.85020067	89045000.0	44255500.0	63178180.502976395	56185491.44574603	20901000.0	0.0	37900000.0	43492500.0	0.0	0.0	0.0	0.0	0.0	0.0	47027500.0	139336382.5423927	149911899.46098343	131047149.53023587	126555000.0	0.0	130320000.0	153610000.0	282420000.0	0.6944109915710133	0.09070591939213019
Tb927.1.1220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127170000.0	727985000.0	1115650000.0	649155000.0	383115000.0	226605000.0	0.0	0.0	0.0	29182000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92168300.77454324	77919389.54244103	352878226.02138543	178160333.47802204	125499084.5584143	31525507.661786087	41245000.0	0.0	40504500.0	37843348.73748182	52405000.0	34713000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9757776718204785	0.02285545972503506
Tb927.7.5600	17282500.0	53138500.0	54687000.0	76965000.0	50037500.0	55266000.0	36190000.0	40117500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24948934.892095093	4619183.288201498	17724279.637454007	26404331.581200838	9985651.75222262	38938718.747111686	28160622.36972045	22420723.826778356	23684000.0	0.0	18865000.0	12934500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.787158087023927	0.04745373028289444
Tb927.1.860	183170000.0	190835000.0	203045000.0	187495000.0	229795000.0	190255000.0	210125000.0	227190000.0	192385000.0	178070000.0	142660000.0	112119500.0	104841000.0	71588500.0	30648500.0	0.0	0.0	27028500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52638091.40647737	9544403.24658034	32114014.59383945	6922737.897681813	27420438.241088223	27792992.372178998	29130525.79912236	23187203.906465307	19235590.27774644	39172264.422675386	17508153.100769937	37632202.61956507	63716607.536810994	45822486.67321173	38364146.99842376	43659500.0	49257500.0	38808148.013658166	38669500.0	0.0	0.0	0.0	25345500.0	0.0	0.0	15052000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74370000.0	69360000.0	45205500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8951061592401137	0.05607554115954812
Tb927.10.13320	39565000.0	48856000.0	57122000.0	55307000.0	37572500.0	0.0	0.0	20900500.0	27790500.0	0.0	64267000.0	77021000.0	97964500.0	26153500.0	0.0	35947000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	323640000.0	1014435000.0	989055000.0	880880000.0	336385000.0	0.0	0.0	0.0	0.0	0.0	0.0	26227570.175930012	34789198.869764164	38705630.74777794	110138739.79970293	22962381.008583	131100000.0	16780500.0	26973999.95520378	40036151.68819301	46686000.0	34173556.72153544	36812145.83417635	162515258.2074988	44865134.35100059	39635000.0	43244100.06386228	15769500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101330000.0	282077741.2198039	441352069.01633525	586700245.8027438	729904318.1814997	244685048.08903491	133470000.0	84940000.0	0.0	39639500.0	0.0	0.0	0.7823996165618772	0.09003081730443357
Tb927.4.2890	33893000.0	63548500.0	44538500.0	56812000.0	52685500.0	48698500.0	49525500.0	51295000.0	41776500.0	13361500.0	14486500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20434500.0	30454500.0	27688500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22883155.1492213	9653618.060948271	13295882.746173719	18543756.170653958	11582175.16991807	8958112.617436035	28832413.993050713	6457837.015337772	22088309.98514825	25427071.837905362	23511514.97316439	19286500.0	23248000.0	0.0	17768000.0	0.0	13603000.0	22188000.0	28675204.95131639	41935446.98700611	32057891.668823138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666866379537992	0.1099416484196674
Tb927.7.1650	0.0	22679000.0	34483500.0	34793500.0	19704500.0	28311000.0	7476000.0	9027500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11066000.0	4519651.710401293	19354591.74416586	5563971.033952879	12792538.564204786	17140150.823432095	9914799.090248879	10507562.14590235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7937567524101543	0.10817408047758387
Tb927.11.3450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61132500.0	63042500.0	82545500.0	65923500.0	122900000.0	76282500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35187615.74758938	41580537.32517174	24226130.209273346	52308044.13201345	95835292.86402445	43007091.1158846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6601490174549088	0.19730585506663637
Tb927.6.5030	144670000.0	165225000.0	153810000.0	132370000.0	166345000.0	175995000.0	134840000.0	137530000.0	106845000.0	101571000.0	81535500.0	65264000.0	12692000.0	0.0	0.0	23825500.0	0.0	0.0	0.0	0.0	19986000.0	0.0	17881000.0	0.0	0.0	0.0	0.0	36284500.0	93359000.0	145960000.0	143080000.0	21510500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18774729.469866317	32832102.557304084	48252096.58657331	20927008.665040176	33431280.138018444	64679066.853194475	25778698.04541468	10958654.11444307	10222580.834440326	17000828.636667486	47750583.433608435	39042763.7031926	44567306.11389923	29347000.0	35665500.0	31178168.692211542	20187500.0	35413500.0	31977000.0	21712500.0	27346859.28950526	22751500.0	21482200.445950598	0.0	0.0	0.0	0.0	42718622.40580799	52193299.70727405	53006761.426413015	84634457.27558802	55121214.24869013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8255011394139113	0.07349129521215912
Tb927.6.4340	0.0	0.0	0.0	25527500.0	50013000.0	40528000.0	67048000.0	37694500.0	63197000.0	95637000.0	99875500.0	108917000.0	84341000.0	51270000.0	55563000.0	79213500.0	110775000.0	167610000.0	230380000.0	351670000.0	388670000.0	448750000.0	486275000.0	292080000.0	159760000.0	58267000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154780000.0	0.0	0.0	0.0	36880500.0	34680180.88188122	28495648.240857176	22653190.524000514	19672113.110949725	44014112.565365516	34223444.06981857	9694775.08764386	23943340.415447466	19094536.67064657	107512431.7648894	73591337.12605037	51516825.39391055	47272260.304009154	5259451.016978864	24384051.48179167	37379505.97140988	76628532.97999817	98320182.73647244	94768986.26836395	73852912.54694487	63591898.00333582	17665939.6863003	11075865.425178597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26046000.0	44804500.0	43943000.0	48071000.0	0.0	0.0	0.0	147240000.0	257564320.18688717	0.0	0.8211664652271795	0.1144672145317174
Tb927.3.3300	250850000.0	236555000.0	210440000.0	212430000.0	223315000.0	210145000.0	233435000.0	270580000.0	253125000.0	245840000.0	219110000.0	182695000.0	115075000.0	96853500.0	98772500.0	42380000.0	51474000.0	40365500.0	106441000.0	0.0	0.0	98310000.0	370510000.0	556235000.0	611745000.0	382430000.0	333240000.0	0.0	104895000.0	0.0	0.0	0.0	0.0	0.0	0.0	58215000.0	297465000.0	449520000.0	693635000.0	807490000.0	874745000.0	973490000.0	1340650000.0	1948350000.0	2544500000.0	2276750000.0	1794900000.0	1779750000.0	55627073.968826845	37451802.248578995	78635700.75565763	27943330.003180843	30529926.71134341	19588844.401852805	65758966.11869746	60928630.58530037	71569883.33090952	47592103.94942982	49947197.11855711	23396416.392259736	34721454.66902752	57862383.71270809	44134935.06943602	84810308.48310834	41113064.342939295	62799820.490056604	90975676.32431576	80335000.0	36961000.0	153398683.50152162	87334569.71135008	109918422.62939063	207226981.25083363	283309138.7365869	211573762.13746354	153330000.0	126541387.79466583	77525000.0	0.0	42766000.0	0.0	99550000.0	120710000.0	142485270.46681002	155407126.2576677	271402893.1312266	144247773.2641537	199827471.83508077	210192721.15132803	178948827.2058056	204491554.43033195	288934437.4882759	376333375.03690314	540186899.7547663	230759701.85454825	244483196.42325655	0.9627971200190146	0.003895403778228289
Tb927.10.12740	0.0	0.0	0.0	18985000.0	19507000.0	8065000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8450000.0	7061000.0	11568872.125233298	11360154.899178678	9795710.676957883	0.0	7324000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6753243356614665	0.04527872622469222
Tb927.10.15150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199165000.0	481875000.0	517820000.0	381540000.0	326075000.0	154320000.0	264145000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120254929.59403646	251198491.81805742	152608170.24327374	115537866.80853453	135640372.40069786	183110844.02623457	141665145.79575786	105690000.0	0.0	0.0	0.819651719177884	0.11233733904043303
Tb927.4.5040	0.0	0.0	6985900.0	3081300.0	5823000.0	10416250.0	0.0	6883450.0	0.0	25085000.0	45359000.0	175870000.0	1636150000.0	3294650000.0	3839350000.0	2588850000.0	1248050000.0	289690000.0	49696000.0	2238400.0	0.0	0.0	0.0	0.0	28978000.0	69170000.0	12725000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3357800.0	5753500.0	11759618.140483985	6901600.063753332	9970982.912932906	8825575.329452088	3896350.0	9013942.391419712	13958500.0	34800545.94878266	18915996.14964365	114616946.4535386	582297969.3135351	866923242.94984	468339670.18251544	421724660.37293386	376345730.5457311	157361451.44221312	33435203.653235514	3048211.471639285	1867250.0	0.0	0.0	0.0	19258919.03065088	33866913.10113752	19255196.430660825	0.0	0.0	0.0	3164500.0	5554000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9635405775407294	0.016330675165913827
Tb927.11.7530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	414050000.0	912780000.0	670795000.0	382605000.0	54585000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19236500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123259147.97017443	111124070.71227536	219895665.0133574	113443778.84367804	79633266.28991178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9328481453299244	0.030448362138257332
Tb927.1.2750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14552500.0	0.0	0.0	33175000.0	41502500.0	34829500.0	0.0	0.0	0.0	0.0	0.0	0.0	32399500.0	916555000.0	6316650000.0	8820200000.0	7984250000.0	6543700000.0	7016450000.0	5153850000.0	3395050000.0	3136300000.0	3173350000.0	3598700000.0	3311650000.0	2568050000.0	4595900000.0	5021550000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60955000.0	0.0	17674000.0	0.0	15770000.0	14611000.0	0.0	0.0	26113479.67366024	64195000.0	27340000.0	40818921.93170548	77162809.73532522	48227122.38979224	0.0	23516500.0	0.0	0.0	0.0	0.0	38742943.93714379	415720429.72611606	1217193863.9756598	3805391697.7537704	1447259924.5355556	1357993562.5154207	377827988.8609002	774848124.3658838	624940759.8591496	1033585798.7285492	1326739749.6620557	909362814.9240901	1750244400.0767436	417681940.3964373	755894403.4497582	1200848051.3786902	0.9270609297563256	0.03317639717545169
Tb927.11.14960	394255000.0	431145000.0	419055000.0	417000000.0	550310000.0	694225000.0	781850000.0	858780000.0	854265000.0	872525000.0	951235000.0	881660000.0	647600000.0	523310000.0	447085000.0	336875000.0	321005000.0	341355000.0	192165000.0	163045000.0	101928000.0	52974500.0	0.0	14743000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73414810.66515136	58282403.576608494	33250002.88220571	39357652.68661256	113269347.72184986	122945746.13083076	215561080.43893266	215190306.22141555	256479110.13050038	93897346.20850547	134896255.69303185	143086178.46132684	188990685.1981512	136768539.84621862	87037865.84967883	105033315.15127315	87125802.67444696	120338241.77431434	128351391.24034977	74825390.68836638	68085912.69063422	51789966.44380067	22703000.0	21054905.809969008	10068000.0	12853500.0	7099500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9587620570662827	0.011852359889972965
Tb927.9.9780	34337500.0	70168500.0	54375500.0	34664500.0	44166500.0	42057500.0	30271550.0	50860000.0	57915000.0	56158500.0	54314500.0	23855500.0	21520500.0	17121000.0	0.0	0.0	0.0	0.0	0.0	0.0	8944000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15894000.0	0.0	40350000.0	178170000.0	2413550000.0	5955400000.0	4162150000.0	2355800000.0	1370000000.0	901380000.0	1121885000.0	1114410000.0	1564600000.0	1783300000.0	1370285000.0	1429150000.0	1370900000.0	1151050000.0	1154345000.0	40506380.686668776	29512993.347563602	12100726.18688647	17680356.42551737	32877728.839849424	54322728.15314047	53684990.8987838	30560451.02197719	36826102.19554422	43119333.95724784	18308962.584392015	27828496.789861526	31160038.8157653	36231447.128150985	24803500.0	21354000.0	18926000.0	14191000.0	0.0	0.0	14189183.333323544	10983500.0	17933500.0	0.0	0.0	0.0	11106500.0	11866500.0	11968000.0	24875516.32127462	0.0	28199642.048555627	144915244.4246866	944692092.6947571	1381071135.025277	998734480.8973669	516617079.340846	565032170.1755868	184943002.81888682	196857914.41206142	432596161.29441875	626869121.5610052	483800229.9503385	906568193.5142366	161892852.94086772	409884343.0672445	510346397.9413067	978857438.3901194	0.906761768832672	0.03386129636637734
Tb927.11.540	266540000.0	348505000.0	316140000.0	315545000.0	333760000.0	260720000.0	264370000.0	253945000.0	211650000.0	168360000.0	105845000.0	144835000.0	91713000.0	0.0	0.0	0.0	0.0	35909000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50111056.33157883	49609862.174773276	78974221.53251444	84830657.73449282	29188840.904245127	44655585.223649986	37450015.57632075	32039283.179663472	25811962.82734035	46143474.07814024	56351251.39101467	14202870.601865431	59520244.32073511	0.0	0.0	0.0	78615000.0	78383757.98595013	49618000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9308366394281635	0.013035823743612679
Tb927.7.6380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29493500.0	106366000.0	100974500.0	105760500.0	59499000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20405500.0	27031000.0	32159000.0	0.0	0.0	44284403.254230864	56210860.99975105	66456137.36580944	31358532.47522913	44393579.20540612	0.0	0.0	0.0	31777000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7346384927207066	0.20031884874893036
Tb927.11.11280	59226000.0	56707500.0	72072000.0	64676500.0	61903000.0	46177000.0	47961000.0	51474500.0	46284000.0	38394000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32139746.061794993	16001634.507657856	29456158.239831615	33452279.617140196	12903444.485226933	10676581.549509812	7137287.364024701	5664222.247287501	26688508.50553474	21683163.20712148	18150000.0	0.0	18312500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8238030405050953	0.08762322532432054
